names,wkt_geom
Парк Энтузиастов,"POLYGON((30.8031871 46.5782299, 30.8022602 46.5768187, 30.802392 46.5767745, 30.8022223 46.5765351, 30.8047171 46.5759738, 30.8057019 46.577388, 30.8031871 46.5782299))"
Парк Юность,"POLYGON((30.7641717 46.4222864, 30.7636225 46.4221644, 30.7619649 46.4213492, 30.7601571 46.4200818, 30.7621733 46.4195323, 30.7633717 46.4206426, 30.7652901 46.4218049, 30.7641717 46.4222864))"
Парковая,"LINESTRING(30.6993749 46.4877453, 30.6986019 46.4862004, 30.6974118 46.4844325, 30.696633 46.4800008, 30.6959687 46.4772096, 30.6923371 46.4743238)"
Партизанская,"POLYGON((30.6805919 46.4705607, 30.6802137 46.4699068, 30.6808172 46.4696398, 30.6810039 46.4687797, 30.6797032 46.4659824, 30.6805919 46.4705607))"
Парус,"POLYGON((30.7683503 46.4314286, 30.7681459 46.4312412, 30.7683058 46.4311583, 30.7685102 46.4313457, 30.7683503 46.4314286))"
Пассионарии,"LINESTRING(30.7066541 46.4974157, 30.7051324 46.4992325)"
Пастера,"LINESTRING(30.732794 46.485378, 30.7282308 46.4889697, 30.7200523 46.4954075)"
Паустовского,"LINESTRING(30.8075073 46.5930286, 30.8074591 46.5928288, 30.8027491 46.5952406, 30.8025315 46.5953083, 30.8018042 46.5949123, 30.8019445 46.5955067, 30.7951525 46.5986871)"
Педагогическая,"LINESTRING(30.753929 46.4290634, 30.7548478 46.4273643)"
Пересипский мост,"POLYGON((30.7234329 46.4973352, 30.724943 46.4970296, 30.7272054 46.4963067, 30.7255478 46.4969207, 30.724259 46.4972383, 30.7224163 46.4975291, 30.7212348 46.4975835, 30.7234329 46.4973352))"
Песочная,"LINESTRING(30.7598039 46.5731472, 30.7619754 46.572011, 30.7631387 46.571042, 30.7629723 46.5707274, 30.7630207 46.570456, 30.7644047 46.5665633, 30.7645758 46.5639115)"
Пестеля,"LINESTRING(30.6899003 46.4782028, 30.6857089 46.4748816)"
Петра Лещенко,"LINESTRING(30.6314146 46.4728761, 30.6177543 46.4724208)"
Петрашевского,"LINESTRING(30.7341476 46.420175, 30.7420575 46.4267014)"
Пироговская,"LINESTRING(30.7412991 46.4648076, 30.7543901 46.4638905)"
Писарева,"POLYGON((30.7348774 46.3940288, 30.7356875 46.3943007, 30.7367713 46.3952303, 30.7377627 46.3958013, 30.7348774 46.3940288))"
Пишенина,"POLYGON((30.7214104 46.4508179, 30.7169522 46.4509073, 30.7105823 46.4517913, 30.7214104 46.4508179))"
Пишоновская,"LINESTRING(30.7194427 46.4874345, 30.7204496 46.4877376)"
Старосенная|пл. Старосенная|Старосенная площадь,"POLYGON((30.739221 46.4663029, 30.737426 46.466343, 30.7372734 46.4665154, 30.7368112 46.4665365, 30.7356449 46.465272, 30.7389897 46.4650468, 30.739221 46.4663029))"
Платановая,"LINESTRING(30.6866839 46.4500417, 30.6862655 46.4493815)"
Пляж Аркадия,"POLYGON((30.7667541 46.4275498, 30.7664644 46.4277513, 30.7661744 46.4274613, 30.7661338 46.4269399, 30.7664025 46.4265536, 30.7667746 46.4265435, 30.7670318 46.4274178, 30.7667541 46.4275498))"
Пляж Дельфин,"POLYGON((30.767807 46.4541647, 30.7672466 46.4545519, 30.7661737 46.4544473, 30.767807 46.4541647))"
Пляж Отрада,"POLYGON((30.7631491 46.468761, 30.762291 46.4662808, 30.7624615 46.4651774, 30.7631491 46.468761))"
Пляж Чайка,"POLYGON((30.7600672 46.4111495, 30.7602583 46.4111129, 30.7603616 46.4114449, 30.7608014 46.4118508, 30.7616421 46.4121371, 30.7613814 46.4126448, 30.7608914 46.4130178, 30.7601099 46.4124046, 30.7605198 46.412167, 30.7603102 46.4119117, 30.7599938 46.4120718, 30.7598023 46.4115263, 30.7600672 46.4111495))"
Победы,"LINESTRING(30.7672849 46.5645546, 30.765085 46.5703556)"
Побратимов,"LINESTRING(30.7070714 46.3646047, 30.7118143 46.3616809)"
Подольская,"POLYGON((30.6525638 46.4633518, 30.6525181 46.4681487, 30.6523875 46.4697514, 30.6520786 46.470072, 30.6525638 46.4633518))"
Поездная,"LINESTRING(30.7066865 46.4525688, 30.705088 46.4534069)"
Полевая,"LINESTRING(30.6361807 46.4664141, 30.6441472 46.4668553)"
Полтавская,"LINESTRING(30.6893118 46.4420007, 30.689106 46.4459317)"
Польская,"LINESTRING(30.7442872 46.4778354, 30.7444952 46.4792897)"
Польский спуск,"POLYGON((30.7464818 46.4846191, 30.7455117 46.4830213, 30.7447554 46.4809045, 30.7464818 46.4846191))"
Порше Центр,"POLYGON((30.7238945 46.5009956, 30.7238176 46.5007688, 30.7242465 46.5007066, 30.7243474 46.5008538, 30.7238945 46.5009956))"
Поселковая,"POLYGON((30.6923852 46.4800116, 30.6961294 46.4778055, 30.697805 46.4774838, 30.6923852 46.4800116))"
Посмитного,"LINESTRING(30.7513037 46.4271497, 30.7565434 46.4274507, 30.7608926 46.4321718)"
Почтовая,"LINESTRING(30.7014921 46.484472, 30.7007859 46.4838483, 30.6992937 46.4815169, 30.697805 46.4774838, 30.6978182 46.4769368, 30.6974983 46.4764352, 30.697171 46.4764241, 30.6959981 46.475025, 30.6938849 46.4733501)"
Правды,"LINESTRING(30.7302126 46.3722349, 30.7267782 46.3745339)"
Природные камни,"POLYGON((30.7075782 46.3944817, 30.7072204 46.3936855, 30.7085617 46.393481, 30.7088216 46.3942922, 30.7075782 46.3944817))"
Преображенская,"LINESTRING(30.733644 46.491263, 30.730383 46.468689)"
Привоз,"POLYGON((30.7330468 46.4694032, 30.732985 46.4690119, 30.7306192 46.4692039, 30.730533 46.4688011, 30.7331594 46.4685838, 30.7340652 46.4681485, 30.7363881 46.4679637, 30.736558 46.4690962, 30.7330468 46.4694032))"
Привокзальная пл.,"POLYGON((30.7413654 46.4694515, 30.7416303 46.4694308, 30.7416325 46.4694442, 30.7413676 46.4694649, 30.7413654 46.4694515))"
Привокзальная площадь,"POLYGON((30.7408978 46.4694581, 30.7402913 46.4689114, 30.7403368 46.4685907, 30.740603 46.4683549, 30.7410688 46.4684275, 30.7413431 46.4687555, 30.7412585 46.4691385, 30.7408978 46.4694581))"
Привокзальный сквер,"POLYGON((30.7412047 46.469053, 30.7409191 46.4692481, 30.7405783 46.4692021, 30.7403869 46.4689643, 30.7403911 46.4686501, 30.7406658 46.46847, 30.7410016 46.468517, 30.7412223 46.468795, 30.7412047 46.469053))"
Прилиманское,"POLYGON((30.60383 46.43642, 30.60665 46.43731, 30.61049 46.43756, 30.61457 46.43856, 30.61717 46.43879, 30.61758 46.43849, 30.61844 46.42792, 30.62588 46.41206, 30.61777 46.40972, 30.60383 46.43642))"
Приморская,"LINESTRING(30.7231105 46.4971466, 30.7247973 46.4968408, 30.7278715 46.495651, 30.7298558 46.4943897, 30.73243 46.493284, 30.7349794 46.4918195, 30.7370693 46.4911687, 30.7383152 46.4913991, 30.7389706 46.4913519, 30.7414672 46.4901602, 30.7467994 46.4851766)"
Приморский бульвар,"LINESTRING(30.7393025 46.4896507, 30.7433209 46.4860466)"
Приморский суд,"POLYGON((30.7122234 46.487919, 30.7119174 46.4880586, 30.7115543 46.4876813, 30.7118507 46.487546, 30.7122234 46.487919))"
Продмаш,"LINESTRING(30.7512487 46.5476402, 30.7510315 46.5474539)"
Проектная,"LINESTRING(30.7286056 46.4250102, 30.7301657 46.424194)"
Промышленная,"LINESTRING(30.6938849 46.4733501, 30.6855586 46.4783952, 30.673297 46.4822917)"
Прорезная,"POLYGON((30.7383334 46.4194943, 30.7394853 46.4195295, 30.743761 46.4213416, 30.7383334 46.4194943))"
Просвещения,"LINESTRING(30.7211591 46.3819561, 30.7209466 46.3834901)"
Просёлочная,"LINESTRING(30.6578033 46.4624141, 30.6576249 46.4625305, 30.6575474 46.4629898, 30.6567486 46.4729442)"
Профсоюзная,"LINESTRING(30.6947462 46.444423, 30.6946454 46.4445968, 30.6904726 46.4465481)"
Прохоровская,"LINESTRING(30.7135362 46.4644445, 30.7190365 46.4687364, 30.7254913 46.4727605)"
Проценко,"LINESTRING(30.6872107 46.489604, 30.6860262 46.482198)"
Путевая,"LINESTRING(30.6609107 46.4721131, 30.6582245 46.4657706)"
Путевый,"POLYGON((30.6604541 46.4719908, 30.6604291 46.4719437, 30.6606363 46.4719448, 30.6604541 46.4719908))"
Пушкинская,"LINESTRING(30.7408978 46.4694581, 30.7433451 46.485734)"
Равенства,"LINESTRING(30.7392599 46.4066682, 30.740803 46.4008264)"
Радиорынок,"POLYGON((30.7242596 46.4979528, 30.7243639 46.4973581, 30.725509 46.4971476, 30.7253915 46.4976734, 30.7250123 46.4976288, 30.7248863 46.4980297, 30.7242596 46.4979528))"
Радостная,"LINESTRING(30.6870173 46.4419403, 30.6893118 46.4420007, 30.6902366 46.4420251, 30.6911223 46.4420484, 30.6919853 46.4420711, 30.6928671 46.4420943, 30.6937494 46.4421175, 30.6940005 46.4421242, 30.694644 46.4421411, 30.6950578 46.4421492, 30.6956992 46.4421656, 30.6967635 46.4421903, 30.6970976 46.4421973, 30.6978753 46.4422136, 30.7001422 46.442287, 30.7006568 46.4423076, 30.7015505 46.4423433, 30.7025113 46.4423673, 30.7025942 46.4423699, 30.7028582 46.4423451, 30.7030795 46.4423261, 30.7031979 46.4423158)"
Радужный массив|Радужний,"LINESTRING(30.7030093 46.404581, 30.7042586 46.4005028)"
Раздольная,"LINESTRING(30.7646246 46.5719594, 30.7715531 46.5751025)"
Разумовская,"LINESTRING(30.7251394 46.4737027, 30.709527 46.4750614, 30.7088496 46.4753495, 30.707031 46.4766183)"
Ракетная,"LINESTRING(30.7690436 46.5790901, 30.7689209 46.5781069)"
Ралико,"POLYGON((30.7071894 46.4717987, 30.7070017 46.4717931, 30.7070158 46.471568, 30.7072036 46.4715736, 30.7071894 46.4717987))"
Раскидайловская,"POLYGON((30.701847 46.4800404, 30.7017518 46.4788792, 30.7010837 46.4779066, 30.7007627 46.4777866, 30.7001927 46.4770456, 30.7001111 46.4766155, 30.701847 46.4800404))"
Рассвета,"POLYGON((30.7248844 46.4228563, 30.7233276 46.4225309, 30.7173654 46.4180197, 30.7248844 46.4228563))"
Рачкова,"POLYGON((30.6944026 46.4872419, 30.6966631 46.4869131, 30.6993749 46.4877453, 30.6944026 46.4872419))"
Редлайн,"POLYGON((30.7683742 46.4299451, 30.7683951 46.4302214, 30.768044 46.430174, 30.7680822 46.4299688, 30.7683742 46.4299451))"
Рекордная,"LINESTRING(30.7066356 46.4467468, 30.7103993 46.4507244)"
Рельефная,"POLYGON((30.7631387 46.571042, 30.764562 46.571525, 30.7674829 46.5721976, 30.7713055 46.5740622, 30.7631387 46.571042))"
Репина,"LINESTRING(30.7497564 46.4122704, 30.7538794 46.4114591)"
Республиканская,"LINESTRING(30.6755454 46.533572, 30.6757426 46.5331368, 30.6763528 46.5327072, 30.6764543 46.5321564, 30.6772932 46.5307461, 30.6776097 46.5305086, 30.6778636 46.5305448)"
Ривьера|Рівьера,POINT(30.83356 46.56276)
Рижская,"POLYGON((30.6442682 46.467219, 30.6459588 46.4658814, 30.6459904 46.4629861, 30.6442682 46.467219))"
Ризовская,"LINESTRING(30.7147492 46.4825135, 30.7164202 46.476008)"
Риф,"POLYGON((30.7549601 46.4051141, 30.7548288 46.4048649, 30.755106 46.4047954, 30.7552373 46.4050447, 30.7549601 46.4051141))"
Ришельевская|Ленина|ришельевская|ленина|решильевская,"LINESTRING(30.7382746 46.4685241, 30.7390156 46.4712319, 30.7411336 46.4849226)"
Ришельевский лицей,"POLYGON((30.7297957 46.4905204, 30.7291938 46.4901552, 30.729101 46.4900946, 30.7295145 46.4898051, 30.7302181 46.4901917, 30.7297957 46.4905204))"
Родина,"POLYGON((30.7280303 46.4692866, 30.7280368 46.4698232, 30.7276657 46.4698791, 30.7276037 46.469289, 30.7280303 46.4692866))"
Рождественская,"POLYGON((30.7048092 46.4902422, 30.7051649 46.490164, 30.7066645 46.4887563, 30.7049272 46.4877178, 30.7037104 46.4886346, 30.7048092 46.4902422))"
Розова,"POLYGON((30.7379044 46.4191167, 30.7378239 46.4194153, 30.7313912 46.4230188, 30.7379044 46.4191167))"
Ромашковая,"LINESTRING(30.7308655 46.4264046, 30.7322705 46.4255767, 30.7415331 46.4203851, 30.7423756 46.4197166)"
Ростовская,"LINESTRING(30.7862006 46.5665164, 30.7892873 46.5719591)"
Рощевая,"LINESTRING(30.6693936 46.4649723, 30.66874 46.4611549)"
Рыба,"POLYGON((30.7519786 46.3996945, 30.751757 46.3994968, 30.7520487 46.3994078, 30.7521077 46.3996622, 30.7519786 46.3996945))"
Рыбачья,"POLYGON((30.7331278 46.3858185, 30.7353265 46.3858832, 30.7369848 46.386294, 30.7402478 46.38745, 30.7429662 46.3889777, 30.7331278 46.3858185))"
Рынок Левитан,"POLYGON((30.7290694 46.4073215, 30.729134 46.4071367, 30.728813 46.4070873, 30.7289874 46.4068067, 30.7297973 46.4069995, 30.7296391 46.4074202, 30.7290694 46.4073215))"
Рынок Черемушки|Черёмушки|Черемушки,"POLYGON((30.7110315 46.432259, 30.7132847 46.4312345, 30.7134578 46.4314011, 30.7144838 46.4306678, 30.7146132 46.4307547, 30.7135094 46.4315279, 30.7141272 46.4319599, 30.7140183 46.4320253, 30.7141959 46.4322119, 30.7134665 46.4324645, 30.7133843 46.4323733, 30.7119045 46.433119, 30.7110315 46.432259))"
Савицкий парк,"POLYGON((30.6911542 46.4628439, 30.6917214 46.4621645, 30.6906587 46.4617363, 30.6917252 46.4606635, 30.6987883 46.460836, 30.6988116 46.4634127, 30.6945933 46.464238, 30.6949857 46.4656578, 30.6945908 46.4656803, 30.6942142 46.464393, 30.6924397 46.4643641, 30.69217 46.4635591, 30.6911542 46.4628439))"
Савранская,"POLYGON((30.6801967 46.4923978, 30.6805597 46.4923501, 30.6812394 46.4901647, 30.6801967 46.4923978))"
Садиковская,"LINESTRING(30.7192207 46.4811798, 30.7200611 46.4784348)"
Садовая,"LINESTRING(30.7313835 46.4848091, 30.7261717 46.4877277)"
Садовского,"LINESTRING(30.7325288 46.38252, 30.7385819 46.3782832)"
Сады Победы,"POLYGON((30.7576973 46.4395034, 30.7577736 46.4392456, 30.7585851 46.4393618, 30.7585096 46.4397656, 30.7583637 46.4397735, 30.7584577 46.4402454, 30.7579052 46.4400979, 30.7576973 46.4395034))"
Саксаганского,"LINESTRING(30.7335949 46.3832707, 30.7401275 46.3794387)"
Самарская,"LINESTRING(30.6572885 46.4660016, 30.6533998 46.4658443, 30.6529453 46.4655169, 30.6529219 46.4636208, 30.6532103 46.4624736)"
Самолётная,"LINESTRING(30.6487353 46.4668463, 30.656954 46.4694961)"
Санитарная,"LINESTRING(30.6256305 46.4668621, 30.6189846 46.4665512)"
Санта-Барбара,"POLYGON((30.7229198 46.4025883, 30.722972 46.402397, 30.7232137 46.4025049, 30.723178 46.4026262, 30.7229198 46.4025883))"
Сахарова,"LINESTRING(30.8037341 46.5707017, 30.8101059 46.5794987)"
Светлое,"POLYGON((30.8224 46.63879, 30.82209 46.63991, 30.81944 46.63937, 30.82069 46.63851, 30.82227 46.6379, 30.82278 46.63741, 30.82321 46.63591, 30.8242 46.63383, 30.82822 46.6345, 30.82849 46.63372, 30.83774 46.63543, 30.83736 46.63619, 30.83767 46.63736, 30.83789 46.63855, 30.84092 46.63817, 30.84069 46.6392, 30.83869 46.64001, 30.83578 46.64115, 30.83323 46.64324, 30.82568 46.64494, 30.82208 46.64409, 30.82886 46.64151, 30.8334 46.63973, 30.83739 46.63889, 30.83545 46.63788, 30.8321 46.63738, 30.82867 46.63709, 30.8273 46.63895, 30.82578 46.64058, 30.82434 46.63914, 30.8224 46.63879))"
Свободы,"LINESTRING(30.7020093 46.3647586, 30.7021306 46.3573931, 30.7025006 46.3504532, 30.7023222 46.3500217)"
Сегедская,"LINESTRING(30.744137 46.454431, 30.7426105 46.4449773, 30.7422811 46.4451508, 30.7418769 46.4450446)"
Селекционная,"POLYGON((30.6465761 46.4748847, 30.6466889 46.4752367, 30.6469223 46.4754071, 30.6534882 46.4779228, 30.6465761 46.4748847))"
Селекционный|Силекционный,"POLYGON((30.6838124 46.4586073, 30.683066 46.4590855, 30.6821627 46.4593803, 30.6710815 46.4607158, 30.6706474 46.4586676, 30.6720985 46.4584772, 30.6720583 46.4582743, 30.6731526 46.4581339, 30.6729871 46.4574804, 30.6742852 46.4572194, 30.6737067 46.4567449, 30.6737592 46.4564982, 30.672511 46.4555337, 30.6754178 46.4536078, 30.6769736 46.454524, 30.6760901 46.4551709, 30.6771529 46.4558818, 30.6780048 46.4551819, 30.6798118 46.4561831, 30.680654 46.4568276, 30.6825619 46.4577399, 30.6838124 46.4586073))"
Сельская,"POLYGON((30.6443894 46.4626683, 30.6422732 46.4626413, 30.6369242 46.4621857, 30.6443894 46.4626683))"
Селянка,"POLYGON((30.7111104 46.408143, 30.7101749 46.4080548, 30.7095579 46.4071497, 30.7097997 46.4070989, 30.7098208 46.4068207, 30.7102639 46.4067939, 30.7102409 46.4066155, 30.7104626 46.4065728, 30.7111104 46.408143))"
Семинарская,"LINESTRING(30.7417712 46.4627332, 30.7554916 46.4617712)"
Семья,"POLYGON((30.7979088 46.5756061, 30.7969062 46.5759441, 30.7961241 46.5748479, 30.7967629 46.5746325, 30.797116 46.5751274, 30.7974797 46.5750047, 30.7979088 46.5756061))"
Сенная,"LINESTRING(30.664 46.4660117, 30.6651255 46.4686414)"
Сеченова,"LINESTRING(30.7185113 46.4921857, 30.7191915 46.4920875, 30.7196953 46.4920139, 30.7201386 46.4919387, 30.7204593 46.4919507, 30.7209594 46.4922446, 30.7214558 46.492536, 30.721947 46.4928353, 30.7226939 46.4932904)"
Симферопольская,"POLYGON((30.7695989 46.5709085, 30.7704444 46.5733984, 30.7707124 46.573707, 30.7695989 46.5709085))"
Скалодром,"POLYGON((30.7711323 46.4431519, 30.7713211 46.4421528, 30.7723658 46.4420078, 30.7719728 46.4424907, 30.7719889 46.4430539, 30.7711323 46.4431519))"
Сквер Серединский,"POLYGON((30.7212203 46.4739896, 30.7211761 46.4736903, 30.7202061 46.4728512, 30.7212203 46.4739896))"
Сквер Шклярука,"POLYGON((30.7581379 46.413847, 30.757706 46.4141154, 30.7573957 46.4137887, 30.7567297 46.4140893, 30.7563032 46.4136308, 30.7583146 46.4129379, 30.7584285 46.4131658, 30.7577718 46.4134294, 30.7581379 46.413847))"
Сквер героев-лётчиков,"POLYGON((30.7452151 46.4383892, 30.7442951 46.4384447, 30.7444802 46.4381286, 30.7442656 46.4380843, 30.7445875 46.4375575, 30.7452714 46.4378014, 30.7454056 46.4379974, 30.7452151 46.4383892))"
Сквер героев-пограничников,"POLYGON((30.7308671 46.4370713, 30.7307108 46.4362012, 30.7322283 46.435443, 30.7323524 46.4355119, 30.7327512 46.4368887, 30.7308671 46.4370713))"
Скейт-парк,"POLYGON((30.789619 46.5781434, 30.7892528 46.5782369, 30.7891636 46.5780717, 30.7895298 46.5779783, 30.789619 46.5781434))"
Скейтпарк,"POLYGON((30.7577483 46.4807686, 30.7574898 46.4804142, 30.7577246 46.4801472, 30.7581879 46.4806075, 30.7577483 46.4807686))"
Скидановская,"POLYGON((30.7146176 46.4896578, 30.7131365 46.4885354, 30.7128503 46.4879018, 30.7146176 46.4896578))"
Скидановский спуск,"LINESTRING(30.7146176 46.4896578, 30.7170731 46.4898042)"
Славянская,"LINESTRING(30.6934785 46.3546127, 30.692846 46.3564156)"
Слободская,"LINESTRING(30.7068531 46.4952344, 30.6952395 46.4915714)"
Слободское кладбище,"POLYGON((30.691144 46.4987386, 30.6906018 46.4967851, 30.6958054 46.4962463, 30.6959631 46.4961166, 30.7000796 46.4972566, 30.6983476 46.498787, 30.691144 46.4987386))"
Слободской рынок,"POLYGON((30.7037901 46.4931819, 30.7033855 46.4930564, 30.7027238 46.4928493, 30.7029675 46.4924843, 30.7040038 46.4928089, 30.7037901 46.4931819))"
Слободской спуск,"LINESTRING(30.6983213 46.4989482, 30.7006701 46.4995829)"
Соборка|Соборная площадь,"POLYGON((30.7326414 46.4845323, 30.7313835 46.4848091, 30.730358 46.482629, 30.732322 46.482454, 30.7326414 46.4845323))"
Совиньон,"POLYGON((30.6696738 46.3385335, 30.6697287 46.3378548, 30.6701341 46.3379233, 30.6722741 46.3336995, 30.6728993 46.3334197, 30.6716614 46.3291702, 30.6721618 46.3279321, 30.674889 46.3254697, 30.6757474 46.3253485, 30.6775674 46.3257506, 30.6781339 46.3264593, 30.6801244 46.3272869, 30.6839961 46.329849, 30.6856938 46.3313435, 30.6863454 46.3323651, 30.6868958 46.3323692, 30.6877752 46.3334918, 30.6906935 46.3353882, 30.6977939 46.3433721, 30.6913109 46.3429196, 30.6916542 46.3492632, 30.6893129 46.3492052, 30.6892451 46.3482982, 30.6874698 46.3483394, 30.6874884 46.3490693, 30.6835578 46.3488337, 30.6823334 46.3485277, 30.6809433 46.3474319, 30.6814727 46.345901, 30.6809343 46.3455265, 30.6816376 46.3450072, 30.6848159 46.3449302, 30.6846958 46.3424227, 30.6841274 46.3420917, 30.6766726 46.3414812, 30.6757323 46.3415952, 30.6745532 46.3423046, 30.6696738 46.3385335))"
Соляная,"POLYGON((30.7654303 46.5704774, 30.7643784 46.5722669, 30.7615012 46.5750874, 30.7654303 46.5704774))"
Сортировочная,"POLYGON((30.7491722 46.5516381, 30.7464385 46.5490251, 30.7467395 46.5487633, 30.7501405 46.5508808, 30.7579137 46.5560403, 30.7616173 46.5587703, 30.7608556 46.5592791, 30.7550637 46.5560282, 30.7511338 46.5533562, 30.7491722 46.5516381))"
Софиевская,"LINESTRING(30.7332043 46.4886898, 30.7274766 46.4935751)"
Социальная,"LINESTRING(30.6903023 46.4854615, 30.6865348 46.4857644)"
Спиридонивская,"LINESTRING(30.7238354 46.4777826, 30.7307147 46.4817269)"
Спутников,"LINESTRING(30.6932915 46.4723744, 30.695461 46.4714537)"
Среднефонтанская,"LINESTRING(30.7371103 46.4512664, 30.7369831 46.4512053, 30.7387436 46.4519585)"
Средняя,"LINESTRING(30.7004691 46.4729009, 30.7048083 46.4723696, 30.7069745 46.4720228, 30.7117486 46.4723893, 30.7200022 46.4730421)"
Стадион Динамо,"POLYGON((30.7574963 46.4627194, 30.7560451 46.4624353, 30.7558474 46.4620413, 30.7563342 46.4617249, 30.7580106 46.4620436, 30.7580656 46.4625152, 30.7574963 46.4627194))"
Стадион Спартак,"POLYGON((30.7465569 46.4683985, 30.7465227 46.4681418, 30.7467493 46.4678762, 30.7496542 46.4677506, 30.7496998 46.4679963, 30.749858 46.4679926, 30.7499331 46.4688313, 30.7475156 46.469073, 30.7474834 46.4687961, 30.747208 46.4687112, 30.7471723 46.4684087, 30.7465569 46.4683985))"
Сталепрокатная,"LINESTRING(30.6449242 46.4675942, 30.6465092 46.4663753)"
Стамбульский парк,"POLYGON((30.7418015 46.4881068, 30.7417409 46.4879936, 30.7437399 46.4861259, 30.7441037 46.4861723, 30.7450215 46.4852128, 30.7455442 46.4849784, 30.7457474 46.4851472, 30.744969 46.485545, 30.7453204 46.4859466, 30.7425787 46.4884865, 30.7418015 46.4881068))"
Станкова,"LINESTRING(30.7419546 46.468159, 30.7420506 46.468252)"
Старицкого,"LINESTRING(30.6855215 46.4528512, 30.6849825 46.4563114)"
Старобазарный|Кировский,"POLYGON((30.7334181 46.4754573, 30.7331419 46.4736505, 30.7353785 46.4734884, 30.7356547 46.4752952, 30.7334181 46.4754573))"
Староконный|Староконка,"POLYGON((30.7131266 46.4795794, 30.7113281 46.4795598, 30.7113174 46.477624, 30.7124968 46.4776189, 30.7125007 46.4779891, 30.7131489 46.4779904, 30.7131266 46.4795794))"
Старорезничная,"LINESTRING(30.7368514 46.4705201, 30.7307792 46.4709953)"
Стеклянная,"POLYGON((30.6905967 46.4709645, 30.6903122 46.471114, 30.684951 46.4718241, 30.6846858 46.4722009, 30.6854744 46.4732871, 30.6905967 46.4709645))"
Олейника,"LINESTRING(30.7103564 46.481099, 30.7082882 46.4838531)"
Степовая,"LINESTRING(30.7135482 46.4625391, 30.7135131 46.4584816)"
Столбовая,"LINESTRING(30.6653904 46.4714276, 30.6832753 46.4668181, 30.6857069 46.466395)"
Столярского,"POLYGON((30.7008918 46.4437708, 30.7001525 46.4429189, 30.7001422 46.442287, 30.7008918 46.4437708))"
Строганов мост,"POLYGON((30.746558 46.4821662, 30.7450724 46.482278, 30.7450581 46.4821775, 30.7465453 46.4820772, 30.746558 46.4821662))"
Студёная,"LINESTRING(30.7200744 46.3778971, 30.7195214 46.3810401)"
Стуса,"LINESTRING(30.6916515 46.4554109, 30.6912404 46.4607532, 30.6867934 46.4660242, 30.6868373 46.466596, 30.6871401 46.46693, 30.6876232 46.4669996, 30.6879165 46.4668324, 30.6878918 46.4665014, 30.6875967 46.4663748)"
Суворовский суд,"POLYGON((30.7246492 46.5123195, 30.7244851 46.5118747, 30.7248463 46.5118116, 30.7248039 46.5121487, 30.725005 46.5122573, 30.7246492 46.5123195))"
Судостроительная,"POLYGON((30.7418374 46.4385727, 30.7409487 46.4336116, 30.7410312 46.4334686, 30.7418374 46.4385727))"
Сумская,"LINESTRING(30.7376385 46.4058439, 30.7374551 46.4064382)"
Суперфосфатная,"LINESTRING(30.6788074 46.4700126, 30.6793832 46.4710251)"
Сухой,"POLYGON((30.64036 46.40209, 30.64292 46.40229, 30.64462 46.40336, 30.64827 46.40359, 30.64845 46.40219, 30.64914 46.39983, 30.65095 46.40002, 30.65147 46.39665, 30.64994 46.39652, 30.65135 46.38954, 30.64744 46.38892, 30.64987 46.37925, 30.65062 46.37857, 30.64615 46.37584, 30.6441 46.37622, 30.64514 46.37981, 30.64547 46.38124, 30.64253 46.38513, 30.64023 46.38546, 30.63839 46.38546, 30.64033 46.39022, 30.63631 46.39341, 30.63601 46.39568, 30.63512 46.39566, 30.6286 46.39296, 30.62485 46.39222, 30.62474 46.39478, 30.6324 46.39687, 30.63301 46.39839, 30.63537 46.39837, 30.63437 46.39983, 30.63734 46.40125, 30.63969 46.40206, 30.64036 46.40209))"
Серогодского,"LINESTRING(30.7725491 46.5603076, 30.7764974 46.5677381)"
ТРЦ Fontan Sky|ТРЦ Фонтанский,"POLYGON((30.7411374 46.4596209, 30.7421111 46.459546, 30.7421985 46.4601243, 30.7419607 46.4601383, 30.742213 46.4621555, 30.7417363 46.4621849, 30.7415993 46.4613341, 30.7414031 46.4612581, 30.7413276 46.4607708, 30.7414636 46.4607608, 30.7412237 46.4604316, 30.7411374 46.4596209))"
ТЦ «Аэропортовский»,"POLYGON((30.6844156 46.447919, 30.6842163 46.4488466, 30.6837576 46.448719, 30.683881 46.44788, 30.6844156 46.447919))"
ТЦ Альтаировский,"POLYGON((30.7253656 46.4237733, 30.7254581 46.4235033, 30.7263212 46.4237045, 30.7262073 46.4239103, 30.7253656 46.4237733))"
ТЦ Европа,"POLYGON((30.7377943 46.4840136, 30.7374294 46.4840396, 30.7373152 46.4835863, 30.737658 46.4835629, 30.7377943 46.4840136))"
ТЦ Маршал,"POLYGON((30.7092725 46.3969449, 30.7088588 46.3968626, 30.7083312 46.3963361, 30.7091923 46.3961409, 30.7093852 46.3962992, 30.7092725 46.3969449))"
ТЦ Таировский,"POLYGON((30.724654 46.3909198, 30.7240934 46.3910267, 30.723985 46.3907389, 30.7246957 46.3906618, 30.724654 46.3909198))"
ТЮЗ,"POLYGON((30.7337239 46.4833254, 30.7337485 46.4834962, 30.733975 46.4833517, 30.7340032 46.4835478, 30.7335594 46.4835778, 30.7334973 46.4831509, 30.7339415 46.4831196, 30.7339688 46.4833087, 30.7337239 46.4833254))"
